user_id,session_id,event_time,device_type,location,page_name,event_type,event_value,duration_on_page,referrer_page,next_page,conversion_flag,funnel_stage,intent_label,recommendation_shown,recommendation_clicked,score_intent_probability,cluster_id,total_users,conversion_rate,avg_session_duration,dropoff_rate,persona_name,persona_avg_age,persona_conversion,device_mix,journey_step_count,journey_avg_dwell,journey_dropoff_rate,ab_test_control_rate,ab_test_variant_rate,ab_test_p_value,ab_test_uplift,insight_title,insight_metric,insight_description,insight_suggested_action
,S5502,2025-10-08 04:31:51,mobile,"Chennai, IN",Success_Page,click,Confirmation,12.0,Home_Page,Logout_Page,0,Payment,Purchase,Insurance Plan,0,0.75,C1,4000,0.55,27.18,0.19,Senior,30,0.42,Desktop,5,12.4,0.1,0.32,0.38,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-04 23:03:51,tablet,"Pune, IN",Success_Page,click,Apply Now,24.5,Home_Page,Loan_Apply_Page,0,Success,Query_Info,Credit Card Offer,1,0.92,C5,4000,0.49,21.99,0.16,Student,45,0.18,Tablet,5,15.2,0.15,0.32,0.42,0.08,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
909570.0,S5503,2025-10-07 06:12:51,tablet,"Bangalore, IN",Loan_Apply_Page,view,Payment,35.2,Home_Page,Loan_Apply_Page,1,Payment,Query_Info,Credit Card Offer,0,0.65,C4,4000,0.49,26.42,0.13,Business,22,0.42,Mobile,4,9.5,0.1,0.32,0.42,0.08,0.07,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
,S5504,2025-10-07 02:43:51,mobile,"Mumbai, IN",Payment_Page,view,Confirmation,15.8,Loan_Apply_Page,Loan_Apply_Page,0,Offer_View,Upgrade,Insurance Plan,1,0.87,C5,4000,0.55,32.91,0.24,Business,22,0.18,Mobile,6,18.3,0.15,0.32,0.38,0.08,0.07,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-08 13:55:51,mobile,"Pune, IN",Loan_Offers_Page,view,Submit Application,15.8,Loan_Apply_Page,Logout_Page,0,Payment,Renewal,Insurance Plan,1,0.75,C1,4000,0.53,30.67,0.15,Senior,30,0.42,Tablet,6,18.3,0.15,0.32,0.42,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
853367.0,S5505,2025-10-05 10:38:51,desktop,"Delhi, IN",Home_Page,view,Apply Now,24.5,Loan_Apply_Page,Payment_Page,0,Apply_Loan,Upgrade,Insurance Plan,0,0.87,C5,4000,0.4,20.16,0.19,Business,35,0.35,Mobile,5,15.2,0.25,0.32,0.38,0.08,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
307928.0,S5506,2025-10-09 08:21:51,desktop,"Delhi, IN",Payment_Page,submit,Apply Now,35.2,Loan_Offers_Page,Logout_Page,0,Success,Purchase,Personal Loan Banner,1,0.87,C2,4000,0.53,21.68,0.18,Senior,30,0.18,Desktop,3,15.2,0.2,0.35,0.38,0.04,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-05 15:17:51,tablet,"Chennai, IN",Payment_Page,view,Submit Application,12.0,Home_Page,Logout_Page,1,Payment,Upgrade,Insurance Plan,0,0.75,C4,4000,0.35,22.25,0.14,Business,22,0.35,Tablet,5,15.2,0.25,0.35,0.42,0.08,0.07,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
,S5502,2025-10-05 14:43:51,desktop,"Delhi, IN",Loan_Offers_Page,submit,Payment,28.9,Home_Page,Loan_Apply_Page,1,Payment,Upgrade,Insurance Plan,1,0.92,C5,4000,0.52,24.02,0.21,Business,45,0.18,Mobile,5,9.5,0.25,0.35,0.38,0.04,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-05 15:34:51,tablet,"Mumbai, IN",Home_Page,submit,Submit Application,15.8,Loan_Apply_Page,Loan_Apply_Page,1,Success,Purchase,Personal Loan Banner,0,0.87,C4,4000,0.41,28.78,0.11,Student,22,0.42,Tablet,3,15.2,0.2,0.35,0.38,0.08,0.06,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
704180.0,S5505,2025-10-08 05:05:51,mobile,"Mumbai, IN",Loan_Apply_Page,click,Payment,24.5,Loan_Offers_Page,Payment_Page,0,Apply_Loan,Query_Info,Credit Card Offer,0,0.92,C2,4000,0.41,22.64,0.18,Professional,22,0.42,Tablet,3,9.5,0.2,0.32,0.38,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5502,2025-10-07 00:20:51,mobile,"Delhi, IN",Loan_Offers_Page,view,Payment,24.5,Loan_Offers_Page,Loan_Apply_Page,0,Success,Renewal,Insurance Plan,1,0.87,C5,4000,0.42,20.81,0.13,Business,45,0.12,Mobile,6,15.2,0.1,0.35,0.38,0.08,0.06,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
510884.0,S5505,2025-10-09 15:47:51,desktop,"Chennai, IN",Success_Page,click,Confirmation,24.5,Loan_Offers_Page,Logout_Page,0,Apply_Loan,Renewal,Personal Loan Banner,0,0.75,C1,4000,0.39,21.41,0.12,Student,30,0.12,Tablet,4,15.2,0.2,0.32,0.42,0.04,0.07,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-08 17:39:51,tablet,"Chennai, IN",Payment_Page,view,Apply Now,15.8,Home_Page,Payment_Page,0,Offer_View,Upgrade,Credit Card Offer,0,0.65,C3,4000,0.36,31.56,0.24,Business,45,0.35,Mobile,5,12.4,0.25,0.35,0.38,0.04,0.06,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-09 10:44:51,mobile,"Pune, IN",Loan_Apply_Page,click,Submit Application,28.9,Home_Page,Success_Page,1,Payment,Query_Info,Credit Card Offer,0,0.75,C4,4000,0.43,32.12,0.14,Senior,45,0.42,Mobile,5,12.4,0.2,0.35,0.38,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5506,2025-10-05 01:59:51,desktop,"Pune, IN",Loan_Apply_Page,click,View Loan Details,28.9,Home_Page,Success_Page,1,Offer_View,Renewal,Credit Card Offer,1,0.92,C2,4000,0.43,30.03,0.16,Professional,45,0.12,Tablet,5,15.2,0.25,0.32,0.42,0.08,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
420800.0,S5505,2025-10-02 20:51:51,desktop,"Chennai, IN",Loan_Offers_Page,submit,Apply Now,28.9,Loan_Offers_Page,Loan_Apply_Page,1,Apply_Loan,Renewal,Credit Card Offer,0,0.81,C2,4000,0.44,23.21,0.17,Student,22,0.12,Mobile,6,18.3,0.1,0.35,0.38,0.08,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5506,2025-10-07 04:12:51,mobile,"Mumbai, IN",Loan_Offers_Page,click,Submit Application,12.0,Home_Page,Loan_Apply_Page,1,Success,Upgrade,Credit Card Offer,0,0.92,C4,4000,0.48,28.93,0.24,Senior,22,0.12,Desktop,4,18.3,0.2,0.35,0.42,0.04,0.06,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-05 06:39:51,mobile,"Delhi, IN",Payment_Page,view,Payment,15.8,Loan_Offers_Page,Logout_Page,0,Offer_View,Apply_Loan,Insurance Plan,1,0.92,C4,4000,0.45,26.12,0.12,Senior,35,0.18,Tablet,6,9.5,0.25,0.32,0.42,0.08,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
550032.0,S5506,2025-10-07 04:33:51,tablet,"Bangalore, IN",Success_Page,click,Apply Now,15.8,Loan_Apply_Page,Payment_Page,0,Payment,Purchase,Insurance Plan,1,0.75,C2,4000,0.35,33.4,0.24,Senior,22,0.18,Mobile,6,18.3,0.15,0.32,0.38,0.04,0.06,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5505,2025-10-04 18:12:51,mobile,"Pune, IN",Payment_Page,view,Apply Now,35.2,Loan_Apply_Page,Logout_Page,1,Apply_Loan,Upgrade,Insurance Plan,1,0.75,C5,4000,0.36,30.78,0.1,Business,22,0.35,Mobile,4,18.3,0.2,0.32,0.38,0.08,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-07 13:20:51,desktop,"Chennai, IN",Success_Page,view,Payment,12.0,Home_Page,Logout_Page,0,Payment,Apply_Loan,Personal Loan Banner,0,0.65,C2,4000,0.37,26.85,0.24,Senior,35,0.42,Tablet,4,15.2,0.1,0.35,0.38,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-03 08:59:51,desktop,"Mumbai, IN",Payment_Page,view,Apply Now,12.0,Loan_Offers_Page,Loan_Apply_Page,0,Offer_View,Upgrade,Personal Loan Banner,0,0.65,C2,4000,0.42,29.31,0.23,Professional,30,0.12,Tablet,5,15.2,0.2,0.32,0.42,0.04,0.06,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
619712.0,S5506,2025-10-04 02:57:51,desktop,"Delhi, IN",Loan_Offers_Page,click,View Loan Details,12.0,Loan_Offers_Page,Loan_Apply_Page,0,Offer_View,Purchase,Insurance Plan,0,0.65,C5,4000,0.37,26.56,0.18,Senior,22,0.12,Mobile,6,9.5,0.1,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
740004.0,S5506,2025-10-03 21:30:51,tablet,"Pune, IN",Loan_Offers_Page,click,Submit Application,28.9,Home_Page,Logout_Page,0,Success,Renewal,Insurance Plan,0,0.65,C2,4000,0.48,32.32,0.11,Business,45,0.42,Desktop,5,18.3,0.15,0.35,0.42,0.08,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-04 20:22:51,tablet,"Mumbai, IN",Loan_Offers_Page,submit,View Loan Details,15.8,Loan_Apply_Page,Loan_Apply_Page,0,Offer_View,Purchase,Personal Loan Banner,0,0.87,C2,4000,0.5,24.59,0.2,Business,45,0.42,Mobile,6,12.4,0.15,0.35,0.42,0.08,0.07,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-04 11:29:51,desktop,"Chennai, IN",Loan_Apply_Page,submit,Submit Application,24.5,Loan_Apply_Page,Success_Page,1,Offer_View,Upgrade,Insurance Plan,1,0.87,C2,4000,0.52,25.88,0.17,Student,45,0.12,Mobile,6,9.5,0.15,0.35,0.38,0.08,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-05 11:37:51,mobile,"Pune, IN",Success_Page,click,Apply Now,24.5,Home_Page,Loan_Apply_Page,0,Apply_Loan,Upgrade,Credit Card Offer,1,0.65,C4,4000,0.38,26.92,0.23,Business,22,0.12,Tablet,6,18.3,0.2,0.32,0.38,0.04,0.07,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-03 03:04:51,desktop,"Chennai, IN",Payment_Page,view,View Loan Details,15.8,Loan_Offers_Page,Logout_Page,0,Payment,Purchase,Credit Card Offer,0,0.81,C5,4000,0.55,34.44,0.23,Senior,30,0.12,Tablet,5,12.4,0.2,0.32,0.42,0.08,0.06,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5504,2025-10-05 06:50:51,tablet,"Chennai, IN",Loan_Apply_Page,view,Apply Now,12.0,Loan_Apply_Page,Logout_Page,1,Payment,Query_Info,Credit Card Offer,1,0.75,C5,4000,0.4,23.16,0.19,Business,35,0.18,Mobile,4,12.4,0.2,0.32,0.38,0.04,0.06,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
,S5502,2025-10-06 19:39:51,mobile,"Bangalore, IN",Loan_Offers_Page,click,Payment,12.0,Loan_Offers_Page,Logout_Page,1,Success,Query_Info,Personal Loan Banner,0,0.81,C4,4000,0.53,26.68,0.18,Student,22,0.12,Tablet,4,18.3,0.25,0.35,0.38,0.04,0.06,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
,S5502,2025-10-09 05:56:51,desktop,"Pune, IN",Loan_Offers_Page,view,Apply Now,15.8,Loan_Apply_Page,Loan_Apply_Page,1,Offer_View,Query_Info,Credit Card Offer,0,0.87,C5,4000,0.45,20.63,0.23,Student,30,0.12,Tablet,3,9.5,0.2,0.35,0.38,0.04,0.07,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-05 17:37:51,tablet,"Bangalore, IN",Loan_Offers_Page,click,Confirmation,35.2,Loan_Apply_Page,Payment_Page,0,Offer_View,Query_Info,Personal Loan Banner,1,0.92,C4,4000,0.43,26.61,0.25,Professional,22,0.42,Tablet,5,15.2,0.1,0.32,0.42,0.08,0.07,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5504,2025-10-07 05:16:51,mobile,"Mumbai, IN",Loan_Apply_Page,view,Confirmation,24.5,Loan_Apply_Page,Logout_Page,1,Success,Apply_Loan,Insurance Plan,1,0.75,C3,4000,0.38,21.35,0.2,Student,35,0.35,Tablet,4,18.3,0.25,0.32,0.42,0.04,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-07 20:35:51,tablet,"Mumbai, IN",Loan_Offers_Page,click,Submit Application,24.5,Loan_Offers_Page,Logout_Page,1,Apply_Loan,Apply_Loan,Insurance Plan,1,0.75,C5,4000,0.48,32.23,0.15,Business,22,0.42,Tablet,4,15.2,0.25,0.35,0.42,0.04,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-06 15:33:51,mobile,"Delhi, IN",Home_Page,submit,Confirmation,12.0,Home_Page,Logout_Page,1,Payment,Upgrade,Insurance Plan,0,0.81,C4,4000,0.37,27.12,0.13,Senior,45,0.12,Tablet,4,15.2,0.15,0.32,0.38,0.08,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5502,2025-10-05 05:03:51,tablet,"Bangalore, IN",Success_Page,click,Submit Application,12.0,Home_Page,Payment_Page,1,Success,Upgrade,Insurance Plan,0,0.65,C2,4000,0.37,23.88,0.22,Business,22,0.42,Tablet,5,9.5,0.15,0.32,0.38,0.04,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
155101.0,S5502,2025-10-02 22:24:51,mobile,"Chennai, IN",Success_Page,submit,Submit Application,12.0,Loan_Offers_Page,Loan_Apply_Page,0,Payment,Apply_Loan,Insurance Plan,0,0.65,C1,4000,0.47,30.9,0.18,Student,45,0.18,Tablet,4,15.2,0.15,0.35,0.38,0.04,0.07,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5503,2025-10-08 16:04:51,tablet,"Bangalore, IN",Home_Page,submit,Apply Now,28.9,Loan_Offers_Page,Loan_Apply_Page,1,Success,Purchase,Credit Card Offer,0,0.65,C4,4000,0.47,24.88,0.17,Senior,45,0.35,Tablet,5,12.4,0.2,0.32,0.42,0.04,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
188972.0,S5506,2025-10-08 15:04:51,tablet,"Mumbai, IN",Success_Page,click,View Loan Details,28.9,Home_Page,Logout_Page,1,Apply_Loan,Purchase,Insurance Plan,1,0.92,C5,4000,0.37,31.48,0.21,Senior,30,0.35,Tablet,4,9.5,0.25,0.35,0.38,0.04,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-04 00:52:51,desktop,"Mumbai, IN",Success_Page,submit,Confirmation,35.2,Loan_Offers_Page,Loan_Apply_Page,1,Success,Upgrade,Personal Loan Banner,0,0.92,C4,4000,0.39,29.2,0.11,Senior,22,0.42,Tablet,5,18.3,0.1,0.32,0.38,0.08,0.06,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-04 18:12:51,desktop,"Mumbai, IN",Success_Page,view,Apply Now,15.8,Home_Page,Success_Page,0,Offer_View,Query_Info,Personal Loan Banner,1,0.81,C1,4000,0.35,26.02,0.2,Business,22,0.42,Mobile,3,18.3,0.1,0.35,0.38,0.04,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
599995.0,S5502,2025-10-04 22:01:51,tablet,"Bangalore, IN",Loan_Offers_Page,view,Submit Application,35.2,Loan_Offers_Page,Success_Page,0,Offer_View,Apply_Loan,Credit Card Offer,1,0.87,C3,4000,0.44,27.57,0.14,Senior,22,0.42,Tablet,6,12.4,0.2,0.32,0.38,0.04,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
861238.0,S5506,2025-10-05 01:04:51,desktop,"Delhi, IN",Payment_Page,submit,Submit Application,15.8,Loan_Apply_Page,Payment_Page,1,Success,Apply_Loan,Insurance Plan,0,0.81,C5,4000,0.55,33.42,0.17,Student,35,0.42,Desktop,4,9.5,0.2,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
,S5505,2025-10-08 11:15:51,mobile,"Mumbai, IN",Success_Page,view,Payment,12.0,Loan_Offers_Page,Payment_Page,1,Apply_Loan,Upgrade,Credit Card Offer,1,0.87,C4,4000,0.39,33.55,0.12,Student,30,0.12,Desktop,6,18.3,0.25,0.32,0.42,0.08,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
,S5504,2025-10-03 15:28:51,tablet,"Delhi, IN",Loan_Apply_Page,click,Submit Application,28.9,Loan_Offers_Page,Loan_Apply_Page,1,Offer_View,Purchase,Credit Card Offer,1,0.92,C3,4000,0.51,24.63,0.21,Business,35,0.12,Mobile,6,15.2,0.2,0.32,0.42,0.04,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-05 16:19:51,mobile,"Delhi, IN",Loan_Apply_Page,click,Apply Now,12.0,Loan_Apply_Page,Success_Page,0,Apply_Loan,Renewal,Credit Card Offer,1,0.65,C3,4000,0.37,24.05,0.24,Professional,22,0.18,Desktop,3,18.3,0.15,0.32,0.42,0.08,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
,S5504,2025-10-07 07:41:51,mobile,"Mumbai, IN",Payment_Page,click,Apply Now,12.0,Loan_Offers_Page,Payment_Page,1,Payment,Apply_Loan,Personal Loan Banner,0,0.65,C1,4000,0.37,28.45,0.2,Senior,35,0.35,Mobile,6,9.5,0.15,0.35,0.42,0.08,0.07,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-03 17:49:51,mobile,"Chennai, IN",Home_Page,submit,Confirmation,12.0,Loan_Apply_Page,Logout_Page,1,Payment,Renewal,Insurance Plan,0,0.75,C3,4000,0.48,22.46,0.15,Professional,30,0.18,Desktop,6,18.3,0.1,0.35,0.38,0.04,0.07,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-04 02:12:51,tablet,"Delhi, IN",Loan_Apply_Page,submit,Submit Application,12.0,Home_Page,Loan_Apply_Page,0,Payment,Renewal,Personal Loan Banner,1,0.81,C2,4000,0.42,28.97,0.13,Senior,22,0.18,Desktop,3,15.2,0.15,0.32,0.38,0.08,0.06,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-04 11:01:51,mobile,"Pune, IN",Home_Page,click,View Loan Details,35.2,Home_Page,Loan_Apply_Page,0,Offer_View,Apply_Loan,Insurance Plan,0,0.92,C3,4000,0.46,31.51,0.19,Business,35,0.18,Desktop,6,9.5,0.1,0.35,0.38,0.08,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-06 23:32:51,tablet,"Chennai, IN",Loan_Apply_Page,view,View Loan Details,28.9,Home_Page,Loan_Apply_Page,0,Offer_View,Apply_Loan,Insurance Plan,0,0.92,C4,4000,0.5,23.17,0.22,Student,35,0.12,Mobile,5,18.3,0.25,0.35,0.42,0.04,0.06,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5505,2025-10-04 06:35:51,tablet,"Bangalore, IN",Loan_Offers_Page,view,View Loan Details,28.9,Loan_Offers_Page,Payment_Page,0,Apply_Loan,Purchase,Personal Loan Banner,1,0.75,C3,4000,0.53,30.13,0.11,Business,22,0.12,Desktop,6,18.3,0.2,0.35,0.38,0.08,0.07,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
679878.0,S5504,2025-10-08 23:56:51,desktop,"Delhi, IN",Loan_Apply_Page,view,Apply Now,12.0,Loan_Apply_Page,Loan_Apply_Page,0,Payment,Apply_Loan,Credit Card Offer,1,0.92,C3,4000,0.4,25.41,0.19,Student,35,0.12,Tablet,6,18.3,0.1,0.35,0.38,0.04,0.06,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
795094.0,S5503,2025-10-09 08:14:51,mobile,"Pune, IN",Home_Page,view,Confirmation,24.5,Loan_Apply_Page,Success_Page,0,Success,Upgrade,Personal Loan Banner,1,0.81,C2,4000,0.39,32.88,0.1,Student,45,0.42,Tablet,3,18.3,0.1,0.32,0.42,0.04,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5503,2025-10-06 14:01:51,tablet,"Bangalore, IN",Loan_Offers_Page,view,Submit Application,35.2,Home_Page,Logout_Page,1,Offer_View,Query_Info,Insurance Plan,1,0.75,C1,4000,0.49,34.27,0.18,Business,45,0.42,Desktop,5,15.2,0.1,0.32,0.38,0.04,0.06,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-06 18:53:51,tablet,"Delhi, IN",Loan_Apply_Page,click,Confirmation,35.2,Loan_Offers_Page,Logout_Page,0,Success,Purchase,Personal Loan Banner,0,0.81,C2,4000,0.41,29.82,0.23,Professional,35,0.18,Mobile,5,12.4,0.2,0.35,0.38,0.08,0.06,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
694053.0,S5503,2025-10-08 04:24:51,mobile,"Delhi, IN",Home_Page,view,Apply Now,35.2,Home_Page,Success_Page,1,Offer_View,Renewal,Credit Card Offer,0,0.65,C1,4000,0.44,21.59,0.13,Student,22,0.18,Desktop,3,18.3,0.2,0.32,0.42,0.08,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
711572.0,S5505,2025-10-05 03:29:51,desktop,"Mumbai, IN",Success_Page,view,Submit Application,15.8,Home_Page,Payment_Page,1,Success,Upgrade,Personal Loan Banner,0,0.92,C1,4000,0.47,32.23,0.17,Business,22,0.42,Tablet,5,9.5,0.2,0.35,0.38,0.04,0.06,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-08 10:43:51,mobile,"Delhi, IN",Payment_Page,view,View Loan Details,35.2,Loan_Offers_Page,Logout_Page,1,Offer_View,Apply_Loan,Personal Loan Banner,0,0.87,C4,4000,0.44,27.72,0.14,Business,45,0.42,Desktop,4,18.3,0.2,0.35,0.42,0.08,0.07,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-08 04:07:51,tablet,"Pune, IN",Loan_Offers_Page,view,Apply Now,24.5,Loan_Apply_Page,Success_Page,0,Success,Upgrade,Credit Card Offer,1,0.65,C2,4000,0.48,25.93,0.16,Professional,30,0.42,Mobile,5,12.4,0.15,0.35,0.42,0.04,0.07,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5502,2025-10-04 19:21:51,desktop,"Pune, IN",Success_Page,submit,Submit Application,35.2,Home_Page,Payment_Page,0,Apply_Loan,Renewal,Credit Card Offer,0,0.81,C1,4000,0.39,34.89,0.19,Student,30,0.12,Mobile,4,18.3,0.1,0.32,0.38,0.04,0.07,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
,S5502,2025-10-07 13:30:51,desktop,"Mumbai, IN",Success_Page,click,View Loan Details,35.2,Home_Page,Logout_Page,0,Offer_View,Query_Info,Credit Card Offer,0,0.87,C4,4000,0.4,21.69,0.25,Senior,30,0.42,Mobile,3,15.2,0.15,0.32,0.42,0.04,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5505,2025-10-03 07:05:51,desktop,"Pune, IN",Loan_Offers_Page,view,Apply Now,12.0,Loan_Apply_Page,Payment_Page,0,Payment,Upgrade,Credit Card Offer,0,0.92,C1,4000,0.43,21.41,0.19,Professional,22,0.12,Desktop,5,15.2,0.15,0.35,0.38,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-07 13:38:51,mobile,"Bangalore, IN",Loan_Offers_Page,view,Confirmation,12.0,Loan_Apply_Page,Logout_Page,1,Success,Upgrade,Credit Card Offer,1,0.81,C3,4000,0.41,32.0,0.13,Senior,35,0.35,Mobile,6,18.3,0.1,0.32,0.38,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-03 18:09:51,tablet,"Pune, IN",Loan_Apply_Page,view,View Loan Details,35.2,Home_Page,Logout_Page,1,Success,Renewal,Credit Card Offer,1,0.87,C2,4000,0.38,27.48,0.22,Professional,30,0.12,Desktop,6,15.2,0.15,0.32,0.38,0.08,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-04 11:57:51,tablet,"Chennai, IN",Home_Page,submit,Apply Now,24.5,Loan_Apply_Page,Payment_Page,0,Offer_View,Query_Info,Personal Loan Banner,1,0.87,C2,4000,0.37,27.93,0.25,Business,22,0.35,Tablet,4,9.5,0.2,0.35,0.38,0.08,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-09 03:09:51,desktop,"Delhi, IN",Home_Page,submit,Submit Application,24.5,Loan_Offers_Page,Logout_Page,1,Payment,Apply_Loan,Credit Card Offer,1,0.81,C5,4000,0.38,26.63,0.24,Senior,35,0.42,Desktop,3,12.4,0.25,0.32,0.42,0.04,0.06,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5503,2025-10-08 04:45:51,mobile,"Bangalore, IN",Home_Page,submit,View Loan Details,35.2,Loan_Apply_Page,Payment_Page,1,Success,Apply_Loan,Credit Card Offer,0,0.81,C2,4000,0.52,23.15,0.17,Student,22,0.12,Mobile,4,15.2,0.25,0.35,0.42,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5502,2025-10-07 18:04:51,tablet,"Mumbai, IN",Payment_Page,view,Payment,28.9,Home_Page,Logout_Page,0,Payment,Renewal,Insurance Plan,0,0.87,C4,4000,0.48,20.89,0.23,Senior,35,0.18,Tablet,3,18.3,0.2,0.35,0.42,0.08,0.06,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
